season,team,GP,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCSF,SCSA,SCSF%,SCGF,SCGA,SCGF%,SCSH%,SCSV%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,made_playoffs,round_reached
2017:2018,Philadelphia Flyers,82,4996.85,4779,4667,50.59,3597,3437,51.14,2632,2448,51.81,231.37,219.21,51.35,2131,2168,49.57,1313,1270,50.83,198,189,51.16,15.08,85.12,896,875,50.59,681,619,52.38,122,133,47.84,17.91,78.51,1235,1293,48.85,632,651,49.26,76,56,57.58,12.03,91.4,2186,2044,51.68,1162,1050,52.53,43,42,50.59,3.7,96.0,9.46,90.36,0.998,1,1
2017:2018,Ottawa Senators,82,4985.05,4676,5088,47.89,3464,3751,48.01,2515,2712,48.12,202.59,234.53,46.35,2067,2353,46.76,1205,1366,46.87,170,227,42.82,14.11,83.38,855,934,47.79,648,694,48.29,112,143,43.92,17.28,79.39,1212,1419,46.07,557,672,45.32,58,84,40.85,10.41,87.5,2097,2214,48.64,1114,1172,48.73,44,49,47.31,3.95,95.82,8.71,89.53,0.982,0,0
2017:2018,New York Rangers,82,4979.5,4524,5134,46.84,3457,3906,46.95,2538,2899,46.68,239.63,260.79,47.89,2261,2537,47.12,1375,1552,46.98,190,219,46.45,13.82,85.89,1051,1090,49.09,788,809,49.34,145,131,52.54,18.4,83.81,1210,1447,45.54,587,743,44.14,45,88,33.83,7.67,88.16,1829,2143,46.05,996,1185,45.67,30,36,45.45,3.01,96.96,8.98,90.93,0.999,0,0
2017:2018,New York Islanders,82,4983.4667,4692,5211,47.38,3466,3948,46.75,2573,2918,46.86,223.61,256.69,46.56,2338,2634,47.02,1489,1674,47.08,214,239,47.24,14.37,85.72,1016,1074,48.61,788,837,48.49,148,174,45.96,18.78,79.21,1322,1560,45.87,701,837,45.58,66,65,50.38,9.42,92.23,1969,2193,47.31,977,1127,46.44,40,48,45.45,4.09,95.74,10.14,89.96,1.001,0,0
2017:2018,Nashville Predators,82,5006.6667,4927,4788,50.72,3700,3584,50.8,2641,2660,49.82,230.97,229.26,50.19,2120,2202,49.05,1296,1397,48.12,203,150,57.51,15.66,89.26,854,921,48.11,648,693,48.32,137,104,56.85,21.14,84.99,1266,1281,49.71,648,704,47.93,66,46,58.93,10.19,93.47,2310,2089,52.51,1206,1109,52.1,51,45,53.13,4.23,95.94,9.88,92.33,1.022,1,2
2017:2018,New Jersey Devils,82,4989.8167,4566,4847,48.51,3562,3671,49.25,2600,2616,49.85,228.31,231.77,49.62,2148,2283,48.48,1382,1427,49.2,192,197,49.36,13.89,86.19,940,856,52.34,738,686,51.83,142,129,52.4,19.24,81.2,1208,1427,45.84,644,741,46.5,50,68,42.37,7.76,90.82,2029,2157,48.47,1085,1058,50.63,48,41,53.93,4.42,96.12,9.35,90.83,1.002,1,1
2017:2018,Montreal Canadiens,82,4979.6833,5000,5014,49.93,3641,3663,49.85,2687,2650,50.35,243.44,237.22,50.65,2271,2278,49.92,1371,1314,51.06,167,205,44.89,12.18,84.4,1028,932,52.45,760,670,53.15,129,148,46.57,16.97,77.91,1243,1346,48.01,611,644,48.69,38,57,40.0,6.22,91.15,2294,2257,50.41,1206,1187,50.4,37,47,44.05,3.07,96.04,7.7,90.26,0.98,0,0
2017:2018,Minnesota Wild,82,4978.9,4358,4929,46.93,3342,3634,47.91,2477,2569,49.09,219.86,203.12,51.98,2025,2007,50.22,1288,1155,52.72,191,174,52.33,14.83,84.94,960,787,54.95,744,559,57.1,142,111,56.13,19.09,80.14,1065,1220,46.61,544,596,47.72,49,63,43.75,9.01,89.43,1914,2416,44.2,1069,1275,45.61,46,49,48.42,4.3,96.16,10.09,91.09,1.012,1,1
2017:2018,Los Angeles Kings,82,4982.4833,4740,4795,49.71,3556,3597,49.71,2545,2537,50.08,218.29,237.24,47.92,2188,2283,48.94,1282,1309,49.48,181,153,54.19,14.12,88.31,844,927,47.66,584,670,46.57,125,105,54.35,21.4,84.33,1344,1356,49.78,698,639,52.21,56,48,53.85,8.02,92.49,2124,2067,50.68,1135,1053,51.87,47,45,51.09,4.14,95.73,9.31,92.04,1.014,1,1
2017:2018,Florida Panthers,82,4972.5333,4941,4961,49.9,3853,3789,50.42,2823,2839,49.86,247.47,248.79,49.87,2285,2236,50.54,1513,1463,50.84,196,204,49.0,12.95,86.06,873,935,48.29,698,749,48.24,134,140,48.91,19.2,81.31,1412,1301,52.05,815,714,53.3,62,64,49.21,7.61,91.04,2252,2248,50.04,1162,1188,49.45,46,33,58.23,3.96,97.22,8.68,91.44,1.001,0,0
2017:2018,Edmonton Oilers,82,4976.4333,5027,4855,50.87,3787,3580,51.4,2741,2636,50.98,248.47,242.4,50.62,2442,2410,50.33,1478,1431,50.81,188,210,47.24,12.72,85.32,1030,1047,49.59,747,756,49.7,124,142,46.62,16.6,81.22,1412,1363,50.88,731,675,51.99,64,68,48.48,8.76,89.93,2161,1934,52.77,1140,1024,52.68,36,43,45.57,3.16,95.8,8.35,90.06,0.984,0,0
2017:2018,Detroit Red Wings,82,4983.85,4501,4767,48.56,3471,3599,49.09,2491,2613,48.8,211.67,232.87,47.62,2063,2277,47.53,1275,1411,47.47,179,203,46.86,14.04,85.61,828,905,47.78,621,662,48.4,123,135,47.67,19.81,79.61,1235,1372,47.37,654,749,46.61,56,68,45.16,8.56,90.92,2021,2100,49.04,1052,1075,49.46,29,46,38.67,2.76,95.72,8.51,90.28,0.988,0,0
2017:2018,Dallas Stars,82,4981.2167,4814,4668,50.77,3521,3396,50.9,2561,2447,51.14,236.72,217.34,52.13,2315,2167,51.65,1353,1240,52.18,181,170,51.57,13.38,86.29,979,804,54.91,726,575,55.8,121,94,56.28,16.67,83.65,1336,1363,49.5,627,665,48.53,60,76,44.12,9.57,88.57,1969,2008,49.51,1016,1045,49.3,43,47,47.78,4.23,95.5,9.02,90.93,0.999,0,0
2017:2018,Colorado Avalanche,82,4962.15,4506,5076,47.03,3323,3777,46.8,2434,2732,47.12,206.04,231.25,47.12,2091,2273,47.91,1267,1353,48.36,193,180,51.74,15.23,86.7,782,909,46.24,590,653,47.47,120,120,50.0,20.34,81.62,1309,1364,48.97,677,700,49.16,73,60,54.89,10.78,91.43,2012,2365,45.97,1045,1243,45.67,50,52,49.02,4.78,95.82,10.48,91.36,1.018,1,1
2017:2018,Chicago Blackhawks,82,4966.3,5320,4836,52.38,3741,3637,50.7,2794,2697,50.88,239.72,246.82,49.27,2495,2357,51.42,1436,1436,50.0,183,199,47.91,12.74,86.14,900,1047,46.22,685,799,46.16,116,136,46.03,16.93,82.98,1595,1310,54.91,751,637,54.11,67,63,51.54,8.92,90.11,2410,2105,53.38,1248,1129,52.5,41,47,46.59,3.29,95.84,8.16,90.58,0.987,0,0
2017:2018,Calgary Flames,82,4979.6333,5334,4706,53.13,3991,3606,52.53,2759,2554,51.93,252.14,236.48,51.6,2470,2190,53.0,1448,1321,52.29,188,183,50.67,12.98,86.15,1068,905,54.13,745,663,52.91,124,126,49.6,16.64,81.0,1402,1285,52.18,703,658,51.65,64,57,52.89,9.1,91.34,2345,2087,52.91,1149,1084,51.46,25,52,32.47,2.18,95.2,7.83,90.49,0.983,0,0
2017:2018,Columbus Blue Jackets,82,4995.4333,4932,4700,51.2,3804,3482,52.21,2761,2568,51.81,236.62,227.86,50.94,2321,2267,50.59,1426,1410,50.28,183,173,51.4,12.83,87.73,919,955,49.04,685,743,47.97,118,114,50.86,17.23,84.66,1402,1312,51.66,741,667,52.63,65,59,52.42,8.77,91.15,2252,2023,52.68,1208,1012,54.41,48,45,51.61,3.97,95.55,8.55,91.2,0.997,1,1
2017:2018,Carolina Hurricanes,82,4981.95,5318,4321,55.17,3929,3315,54.24,2781,2368,54.01,255.93,215.22,54.32,2464,2012,55.05,1413,1244,53.18,180,202,47.12,12.74,83.76,1040,873,54.36,711,635,52.82,131,130,50.19,18.42,79.53,1424,1139,55.56,702,609,53.55,49,72,40.5,6.98,88.18,2402,1935,55.38,1252,999,55.62,41,43,48.81,3.27,95.7,8.09,89.32,0.974,0,0
2017:2018,Buffalo Sabres,82,4974.0333,4491,4751,48.59,3475,3669,48.64,2558,2683,48.81,203.56,236.94,46.21,1866,2058,47.55,1182,1286,47.89,155,220,41.33,13.11,82.89,803,881,47.68,597,663,47.38,105,151,41.02,17.59,77.22,1063,1177,47.46,585,623,48.43,50,69,42.02,8.55,88.92,2170,2273,48.84,1222,1258,49.27,35,50,41.18,2.86,96.03,7.74,89.64,0.974,0,0
2017:2018,Boston Bruins,82,4982.3667,4926,4405,52.79,3734,3333,52.84,2703,2400,52.97,242.18,201.92,54.53,2371,2034,53.83,1479,1280,53.61,217,171,55.93,14.67,86.64,892,836,51.62,676,645,51.17,135,114,54.22,19.97,82.33,1479,1198,55.25,803,635,55.84,82,57,58.99,10.21,91.02,2142,1981,51.95,1062,965,52.39,41,34,54.67,3.86,96.48,9.88,91.21,1.011,1,2
2017:2018,Arizona Coyotes,82,4999.25,4790,5041,48.72,3476,3855,47.42,2450,2643,48.11,219.43,244.86,47.26,2220,2321,48.89,1307,1372,48.79,158,199,44.26,12.09,85.5,937,1034,47.54,677,718,48.53,107,144,42.63,15.81,79.94,1283,1287,49.92,630,654,49.07,51,55,48.11,8.1,91.59,2099,2297,47.75,1000,1164,46.21,43,43,50.0,4.3,96.31,8.41,90.5,0.989,0,0
2017:2018,Anaheim Ducks,82,5002.3167,4648,5086,47.75,3522,3853,47.76,2476,2717,47.68,239.45,252.34,48.69,2249,2512,47.24,1340,1499,47.2,198,171,53.66,14.78,88.59,963,1033,48.25,710,757,48.4,149,115,56.44,20.99,84.81,1286,1479,46.51,630,742,45.92,49,56,46.67,7.78,92.45,1928,2144,47.35,963,1070,47.37,26,30,46.43,2.7,97.2,9.33,92.31,1.016,1,1
2017:2018,Tampa Bay Lightning,82,4979.6,4984,4711,51.41,3766,3584,51.24,2680,2683,49.97,237.29,209.84,53.07,2444,2196,52.67,1513,1451,51.05,250,193,56.43,16.52,86.7,948,820,53.62,699,648,51.89,160,115,58.18,22.89,82.25,1496,1376,52.09,814,803,50.34,90,78,53.57,11.06,90.29,2225,2211,50.16,1052,1116,48.52,36,37,49.32,3.42,96.68,10.82,91.28,1.021,1,3
2017:2018,Washington Capitals,82,4975.1,4548,4981,47.73,3383,3761,47.35,2379,2613,47.66,219.0,255.66,46.14,2194,2448,47.26,1288,1441,47.2,196,206,48.76,15.22,85.7,842,1075,43.92,631,774,44.91,112,151,42.59,17.75,80.49,1352,1373,49.61,657,667,49.62,84,55,60.43,12.79,91.75,1981,2109,48.44,967,1051,47.92,49,28,63.64,5.07,97.34,10.76,90.89,1.017,1,5
2017:2018,Vegas Golden Knights,82,4985.6833,5020,4691,51.69,3734,3512,51.53,2687,2523,51.57,237.09,213.28,52.64,2406,2185,52.41,1498,1366,52.3,212,183,53.67,14.15,86.6,861,882,49.4,656,664,49.7,134,127,51.34,20.43,80.87,1545,1303,54.25,842,702,54.53,78,56,58.21,9.26,92.02,2127,2001,51.53,1050,1012,50.92,48,34,58.54,4.57,96.64,9.97,91.08,1.011,1,4
2017:2018,Vancouver Canucks,82,4972.9833,4472,4801,48.23,3370,3649,48.01,2465,2644,48.25,205.74,229.67,47.25,2115,2461,46.22,1288,1465,46.79,186,202,47.94,14.44,86.21,871,922,48.58,646,690,48.35,130,130,50.0,20.12,81.16,1244,1539,44.7,642,775,45.31,56,72,43.75,8.72,90.71,1938,1988,49.36,1011,1058,48.86,31,50,38.27,3.07,95.27,8.84,90.2,0.99,0,0
2017:2018,Toronto Maple Leafs,82,4988.0833,5002,4966,50.18,3713,3862,49.02,2642,2776,48.76,257.01,244.95,51.2,2671,2350,53.2,1592,1448,52.37,231,185,55.53,14.51,87.22,1072,937,53.36,795,691,53.5,151,128,54.12,18.99,81.48,1599,1413,53.09,797,757,51.29,80,57,58.39,10.04,92.47,1947,2216,46.77,911,1191,43.34,36,42,46.15,3.95,96.47,10.22,91.71,1.019,1,1
2018:2019,Buffalo Sabres,82,4994.35,4688,4644,50.24,3659,3641,50.12,2698,2704,49.94,215.11,228.29,48.51,2120,2137,49.8,1320,1386,48.78,181,226,44.47,13.71,83.69,869,933,48.22,647,706,47.82,115,138,45.45,17.77,80.45,1251,1204,50.96,673,680,49.74,66,88,42.86,9.81,87.06,2137,2065,50.86,1235,1174,51.27,36,34,51.43,2.91,97.1,8.19,90.09,0.983,0,0
2018:2019,Washington Capitals,82,4977.8333,4706,4878,49.1,3567,3644,49.47,2493,2586,49.08,232.75,246.45,48.57,2244,2400,48.32,1274,1373,48.13,203,203,50.0,15.93,85.21,860,1089,44.13,605,767,44.1,122,134,47.66,20.17,82.53,1384,1311,51.35,669,606,52.47,81,69,54.0,12.11,88.61,2036,2022,50.17,1060,1049,50.26,60,37,61.86,5.66,96.47,10.99,90.41,1.014,1,1
2018:2019,Winnipeg Jets,82,4966.65,4664,4907,48.73,3530,3720,48.69,2558,2741,48.27,225.46,238.43,48.6,2106,2235,48.51,1320,1416,48.25,214,197,52.07,16.21,86.09,852,931,47.78,630,682,48.02,139,128,52.06,22.06,81.23,1254,1304,49.02,690,734,48.46,75,69,52.08,10.87,90.6,2103,2196,48.92,1118,1173,48.8,46,41,52.87,4.11,96.5,10.56,91.13,1.017,1,1
2018:2019,Vegas Golden Knights,82,4959.5167,5254,4362,54.64,3884,3244,54.49,2815,2400,53.98,262.93,211.13,55.46,2529,2082,54.85,1540,1287,54.47,191,181,51.34,12.4,85.94,1063,832,56.09,789,632,55.52,130,130,50.0,16.48,79.43,1466,1250,53.98,751,655,53.41,61,51,54.46,8.12,92.21,2215,1855,54.42,1127,958,54.05,49,37,56.98,4.35,96.14,8.74,90.5,0.992,1,1
2018:2019,Vancouver Canucks,82,5009.9333,4527,4818,48.44,3395,3585,48.64,2433,2597,48.37,204.6,228.39,47.25,2090,2456,45.97,1216,1457,45.49,174,203,46.15,14.31,86.07,808,962,45.65,588,735,44.44,101,126,44.49,17.18,82.86,1282,1494,46.18,628,722,46.52,73,77,48.67,11.62,89.34,1993,2016,49.71,1042,1042,50.0,39,44,46.99,3.74,95.78,9.0,90.45,0.995,0,0
2018:2019,Toronto Maple Leafs,82,4959.9833,5387,4960,52.06,3975,3847,50.82,2737,2718,50.17,263.26,235.26,52.81,2835,2389,54.27,1620,1410,53.47,238,205,53.72,14.69,85.46,1115,913,54.98,819,658,55.45,149,129,53.6,18.19,80.4,1720,1476,53.82,801,752,51.58,89,76,53.94,11.11,89.89,2120,2190,49.19,993,1155,46.23,46,35,56.79,4.63,96.97,10.45,90.84,1.013,1,1
2018:2019,Tampa Bay Lightning,82,4979.5667,4725,4667,50.31,3604,3542,50.43,2621,2633,49.89,234.29,212.89,52.39,2432,2290,51.5,1521,1487,50.57,270,193,58.32,17.75,87.02,921,888,50.91,696,658,51.4,157,125,55.67,22.56,81.0,1511,1402,51.87,825,829,49.88,113,68,62.43,13.7,91.8,2015,2051,49.56,984,1031,48.83,43,27,61.43,4.37,97.38,12.17,91.61,1.038,1,1
2018:2019,St Louis Blues,82,4980.9833,4693,4385,51.7,3531,3247,52.1,2604,2345,52.62,233.49,209.06,52.76,2382,2164,52.4,1471,1333,52.46,199,180,52.51,13.53,86.5,977,821,54.34,727,626,53.73,130,118,52.42,17.88,81.15,1405,1343,51.13,744,707,51.27,69,62,52.67,9.27,91.23,1911,1853,50.77,1008,897,52.91,38,34,52.78,3.77,96.21,9.37,90.62,1.0,1,5
2018:2019,San Jose Sharks,82,4962.1333,5144,4314,54.39,3815,3237,54.1,2708,2324,53.82,253.86,223.45,53.19,2450,2114,53.68,1487,1319,52.99,238,214,52.65,16.01,83.78,1072,939,53.31,800,704,53.19,164,148,52.56,20.5,78.98,1378,1175,53.98,687,615,52.76,74,66,52.86,10.77,89.27,2194,1764,55.43,1081,866,55.52,44,38,53.66,4.07,95.61,10.67,88.9,0.996,1,3
2018:2019,Pittsburgh Penguins,82,4981.5,4796,4902,49.45,3644,3673,49.8,2732,2729,50.03,243.84,230.6,51.4,2357,2194,51.79,1538,1391,52.51,227,196,53.66,14.76,85.91,1052,894,54.06,828,685,54.73,141,124,53.21,17.03,81.9,1305,1300,50.1,710,706,50.14,86,72,54.43,12.11,89.8,1998,2243,47.11,1048,1168,47.29,37,33,52.86,3.53,97.17,9.92,91.28,1.012,1,1
2018:2019,Philadelphia Flyers,82,4963.8167,4740,4857,49.39,3552,3580,49.8,2583,2665,49.22,231.52,232.54,49.89,2150,2222,49.18,1312,1340,49.47,198,222,47.14,15.09,83.43,938,883,51.51,709,674,51.27,132,134,49.62,18.62,80.12,1212,1339,47.51,603,666,47.52,66,88,42.86,10.95,86.79,2082,2159,49.09,1087,1145,48.7,38,48,44.19,3.5,95.81,9.33,89.49,0.988,0,0
2018:2019,Ottawa Senators,82,4944.65,4377,5385,44.84,3312,4004,45.27,2429,2931,45.32,215.99,247.09,46.64,2087,2424,46.26,1266,1424,47.06,203,237,46.14,16.03,83.36,941,1000,48.48,704,746,48.55,142,147,49.13,20.17,80.29,1146,1424,44.59,562,678,45.32,61,90,40.4,10.85,86.73,1836,2479,42.55,985,1373,41.77,32,52,38.1,3.25,96.21,9.96,89.73,0.997,0,0
2018:2019,New York Rangers,82,5002.65,4272,5029,45.93,3248,3816,45.98,2393,2774,46.31,222.18,260.33,46.05,2083,2516,45.29,1280,1533,45.5,178,220,44.72,13.91,85.65,964,1107,46.55,727,801,47.58,127,141,47.39,17.47,82.4,1119,1409,44.26,553,732,43.04,51,79,39.23,9.22,89.21,1756,2069,45.91,958,1088,46.82,38,42,47.5,3.97,96.14,9.24,90.37,0.996,0,0
2018:2019,Carolina Hurricanes,82,4957.9167,5350,4355,55.13,4036,3311,54.93,2822,2343,54.64,285.87,223.98,56.07,2477,2052,54.69,1469,1217,54.69,194,185,51.19,13.21,84.8,1158,959,54.7,814,687,54.23,129,134,49.05,15.85,80.49,1319,1093,54.68,655,530,55.27,65,51,56.03,9.92,90.38,2374,1862,56.04,1203,964,55.51,39,26,60.0,3.24,97.3,8.61,90.57,0.992,1,3
2018:2019,New York Islanders,82,4983.1167,4328,4779,47.52,3229,3484,48.1,2360,2535,48.21,224.45,222.92,50.17,2256,2310,49.41,1392,1394,49.96,194,149,56.56,13.94,89.31,1027,935,52.34,781,731,51.65,138,111,55.42,17.67,84.82,1229,1375,47.2,611,663,47.96,56,38,59.57,9.17,94.27,1698,2029,45.56,857,1019,45.68,20,37,35.09,2.33,96.37,9.45,92.47,1.019,1,2
2018:2019,New Jersey Devils,82,4984.4,4338,4796,47.49,3390,3638,48.24,2488,2594,48.96,218.35,232.75,48.4,2016,2189,47.94,1312,1353,49.23,169,207,44.95,12.88,84.7,860,816,51.31,647,616,51.23,106,132,44.54,16.38,78.57,1156,1373,45.71,665,737,47.43,63,75,45.65,9.47,89.82,1922,2154,47.15,1044,1111,48.45,42,56,42.86,4.02,94.96,8.8,89.55,0.984,0,0
2018:2019,Montreal Canadiens,82,4957.7167,5279,4627,53.29,3832,3457,52.57,2796,2549,52.31,236.11,214.82,52.36,2321,2154,51.87,1394,1308,51.59,193,202,48.86,13.85,84.56,973,906,51.78,716,657,52.15,133,119,52.78,18.58,81.89,1348,1248,51.93,678,651,51.02,60,83,41.96,8.85,87.25,2464,2049,54.6,1243,1107,52.89,46,31,59.74,3.7,97.2,8.8,90.74,0.995,0,0
2018:2019,Minnesota Wild,82,4968.1,4704,4645,50.32,3530,3424,50.76,2567,2419,51.48,221.15,205.65,51.82,2111,1935,52.17,1303,1124,53.69,172,185,48.18,13.2,83.54,933,759,55.14,700,549,56.04,112,120,48.28,16.0,78.14,1178,1176,50.04,603,575,51.19,60,65,48.0,9.95,88.7,2118,2172,49.37,1137,1143,49.87,33,43,43.42,2.9,96.24,8.18,90.37,0.985,0,0
2018:2019,Los Angeles Kings,82,4980.7333,4492,4843,48.12,3338,3673,47.61,2359,2578,47.78,204.99,230.18,47.11,2035,2265,47.33,1166,1314,47.02,152,207,42.34,13.04,84.25,798,879,47.58,556,643,46.37,95,130,42.22,17.09,79.78,1237,1386,47.16,610,671,47.62,57,77,42.54,9.34,88.52,2019,2174,48.15,1038,1103,48.48,40,43,48.19,3.85,96.1,8.44,89.95,0.984,0,0
2018:2019,Florida Panthers,82,5001.0,4746,4636,50.59,3661,3498,51.14,2705,2517,51.8,228.98,235.39,49.31,2129,2128,50.01,1350,1295,51.04,212,227,48.29,15.7,82.47,845,926,47.71,636,680,48.33,145,147,49.66,22.8,78.38,1284,1202,51.65,714,615,53.72,67,80,45.58,9.38,86.99,2161,2050,51.32,1183,1065,52.62,47,38,55.29,3.97,96.43,9.76,89.15,0.989,0,0
2018:2019,Edmonton Oilers,82,4967.6333,4425,4725,48.36,3280,3551,48.02,2392,2599,47.93,217.55,236.64,47.9,2165,2273,48.78,1310,1356,49.14,198,211,48.41,15.11,84.44,909,990,47.87,679,698,49.31,122,136,47.29,17.97,80.52,1256,1283,49.47,631,658,48.95,76,75,50.33,12.04,88.6,1881,1993,48.55,972,1090,47.14,30,51,37.04,3.09,95.32,9.57,89.57,0.991,0,0
2018:2019,Detroit Red Wings,82,4996.9833,4368,4927,46.99,3291,3824,46.25,2394,2761,46.44,203.1,258.34,44.01,2062,2389,46.33,1264,1510,45.57,186,205,47.57,14.72,86.42,824,1041,44.18,619,777,44.34,119,138,46.3,19.22,82.24,1238,1348,47.87,645,733,46.81,67,67,50.0,10.39,90.86,1860,2109,46.86,945,1104,46.12,32,58,35.56,3.39,94.75,9.36,90.15,0.995,0,0
2018:2019,Dallas Stars,82,4962.5667,4551,4869,48.31,3375,3578,48.54,2520,2591,49.31,224.45,223.29,50.13,2215,2206,50.1,1360,1315,50.84,159,149,51.62,11.69,88.67,961,868,52.54,719,659,52.18,116,89,56.59,16.13,86.49,1254,1338,48.38,641,656,49.42,43,60,41.75,6.71,90.85,1903,2134,47.14,1015,1106,47.85,43,40,51.81,4.24,96.38,8.29,92.28,1.006,1,2
2018:2019,Colorado Avalanche,82,4972.7,4762,4863,49.48,3547,3539,50.06,2676,2619,50.54,224.4,227.14,49.7,2297,2195,51.14,1429,1330,51.79,204,189,51.91,14.28,85.79,948,915,50.89,712,685,50.97,133,129,50.76,18.68,81.17,1349,1280,51.31,717,645,52.64,71,60,54.2,9.9,90.7,2062,2182,48.59,1107,1131,49.46,48,47,50.53,4.34,95.84,9.64,90.68,1.003,1,2
2018:2019,Chicago Blackhawks,82,4979.3167,4770,4874,49.46,3512,3759,48.3,2671,2852,48.36,226.46,268.16,45.78,2304,2535,47.61,1422,1602,47.02,215,233,47.99,15.12,85.46,870,1168,42.69,681,905,42.94,129,154,45.58,18.94,82.98,1434,1367,51.2,741,697,51.53,86,79,52.12,11.61,88.67,2089,1955,51.66,1145,1119,50.57,45,52,46.39,3.93,95.35,10.0,89.8,0.998,0,0
2018:2019,Calgary Flames,82,4950.9167,4968,4275,53.75,3693,3242,53.25,2656,2302,53.57,250.71,209.77,54.45,2369,2087,53.16,1491,1278,53.85,235,176,57.18,15.76,86.23,1013,888,53.29,782,653,54.49,172,114,60.14,21.99,82.54,1356,1199,53.07,709,625,53.15,63,62,50.4,8.89,90.08,2152,1800,54.45,1046,867,54.68,44,43,50.57,4.21,95.04,10.88,90.31,1.012,1,1
2018:2019,Anaheim Ducks,82,4971.9833,4394,5051,46.52,3278,3855,45.96,2272,2727,45.45,204.05,267.99,43.23,2057,2582,44.34,1204,1594,43.03,159,211,42.97,13.21,86.76,835,1116,42.8,591,839,41.33,110,139,44.18,18.61,83.43,1222,1466,45.46,613,755,44.81,49,72,40.5,7.99,90.46,1912,2049,48.27,923,1015,47.63,33,30,52.38,3.58,97.04,8.63,90.91,0.995,0,0
2018:2019,Arizona Coyotes,82,4980.35,4725,4855,49.32,3527,3557,49.79,2521,2527,49.94,229.5,226.28,50.35,2125,2223,48.87,1265,1292,49.47,164,178,47.95,12.96,86.22,903,987,47.78,646,701,47.96,95,124,43.38,14.71,82.31,1222,1236,49.72,619,591,51.16,69,54,56.1,11.15,90.86,2096,2132,49.57,1070,1083,49.7,39,36,52.0,3.64,96.68,8.29,91.29,0.996,0,0
2018:2019,Columbus Blue Jackets,82,4953.4167,4573,4403,50.95,3566,3327,51.73,2592,2418,51.74,231.01,212.67,52.07,2187,2060,51.5,1442,1328,52.06,205,192,51.64,14.22,85.54,889,856,50.95,684,667,50.63,123,121,50.41,17.98,81.86,1298,1204,51.88,758,661,53.42,82,71,53.59,10.82,89.26,1967,1909,50.75,1004,962,51.07,37,36,50.68,3.69,96.26,9.88,90.45,1.003,1,2
2018:2019,Nashville Predators,82,4967.4,4900,4487,52.2,3696,3408,52.03,2679,2460,52.13,232.56,222.35,51.12,2222,2149,50.84,1336,1351,49.72,187,175,51.66,14.0,87.05,892,908,49.56,665,691,49.04,118,111,51.53,17.74,83.94,1330,1241,51.73,671,660,50.41,69,64,51.88,10.28,90.3,2227,1885,54.16,1210,968,55.56,38,35,52.05,3.14,96.38,8.81,91.38,1.002,1,1
2018:2019,Boston Bruins,82,4983.5167,4848,4376,52.56,3734,3326,52.89,2680,2416,52.59,230.06,210.78,52.19,2163,2021,51.7,1362,1319,50.8,208,162,56.22,15.27,87.72,878,839,51.14,673,658,50.56,135,109,55.33,20.06,83.43,1285,1182,52.09,689,661,51.04,73,53,57.94,10.6,91.98,2295,1996,53.48,1162,954,54.91,44,42,51.16,3.79,95.6,9.59,91.23,1.008,1,4
2021:2022,Washington Capitals,82,4991.7833,4668,4500,50.92,3588,3350,51.72,2578,2380,52.0,243.55,223.45,52.15,2305,2242,50.69,1371,1310,51.14,208,201,50.86,15.17,84.66,901,907,49.83,634,641,49.73,124,139,47.15,19.56,78.32,1404,1335,51.26,737,669,52.42,84,62,57.53,11.4,90.73,2118,2004,51.38,1077,948,53.19,50,37,57.47,4.64,96.1,10.47,89.83,1.003,1,1
2021:2022,Vegas Golden Knights,82,4979.75,5064,4667,52.04,3823,3357,53.25,2830,2459,53.51,266.33,242.94,52.3,2517,2429,50.89,1531,1381,52.58,212,194,52.22,13.85,85.95,1073,1004,51.66,792,728,52.11,143,137,51.07,18.06,81.18,1444,1425,50.33,739,653,53.09,69,57,54.76,9.34,91.27,2234,1926,53.7,1147,937,55.04,42,45,48.28,3.66,95.2,9.26,90.08,0.993,0,0
2021:2022,Winnipeg Jets,82,4976.9667,4726,4796,49.63,3638,3707,49.53,2645,2721,49.29,262.54,264.0,49.86,2530,2527,50.03,1501,1513,49.8,199,203,49.5,13.26,86.58,1033,1091,48.63,754,781,49.12,130,145,47.27,17.24,81.43,1497,1436,51.04,747,732,50.51,69,58,54.33,9.24,92.08,2028,2036,49.9,1034,1058,49.43,40,41,49.38,3.87,96.12,9.45,90.7,1.002,0,0
